#,Pattern,Result
160,"(0, 0, 1, 5, 9)",Rise
161,"(0, 0, 1, 6, 0)",Fall
162,"(0, 0, 1, 6, 1)",Fall
163,"(0, 0, 1, 6, 2)",Rise
164,"(0, 0, 1, 6, 3)",Rise
165,"(0, 0, 1, 6, 4)",Rise
166,"(0, 0, 1, 6, 5)",Rise
167,"(0, 0, 1, 6, 6)",Rise
168,"(0, 0, 1, 6, 7)",Rise
169,"(0, 0, 1, 6, 8)",Rise
170,"(0, 0, 1, 6, 9)",Rise
171,"(0, 0, 1, 7, 0)",Fall
172,"(0, 0, 1, 7, 1)",Fall
173,"(0, 0, 1, 7, 2)",Equal
174,"(0, 0, 1, 7, 3)",Rise
175,"(0, 0, 1, 7, 4)",Rise
176,"(0, 0, 1, 7, 5)",Rise
177,"(0, 0, 1, 7, 6)",Rise
178,"(0, 0, 1, 7, 7)",Rise
179,"(0, 0, 1, 7, 8)",Rise
180,"(0, 0, 1, 7, 9)",Rise
181,"(0, 0, 1, 8, 0)",Fall
182,"(0, 0, 1, 8, 1)",Fall
183,"(0, 0, 1, 8, 2)",Fall
184,"(0, 0, 1, 8, 3)",Rise
185,"(0, 0, 1, 8, 4)",Rise
186,"(0, 0, 1, 8, 5)",Rise
187,"(0, 0, 1, 8, 6)",Rise
188,"(0, 0, 1, 8, 7)",Rise
189,"(0, 0, 1, 8, 8)",Rise
190,"(0, 0, 1, 8, 9)",Rise
191,"(0, 0, 1, 9, 0)",Fall
192,"(0, 0, 1, 9, 1)",Fall
193,"(0, 0, 1, 9, 2)",Fall
194,"(0, 0, 1, 9, 3)",Rise
195,"(0, 0, 1, 9, 4)",Rise
196,"(0, 0, 1, 9, 5)",Rise
197,"(0, 0, 1, 9, 6)",Rise
198,"(0, 0, 1, 9, 7)",Rise
199,"(0, 0, 1, 9, 8)",Rise
200,"(0, 0, 1, 9, 9)",Rise
201,"(0, 0, 2, 0, 0)",Fall
202,"(0, 0, 2, 0, 1)",Rise
203,"(0, 0, 2, 0, 2)",Rise
204,"(0, 0, 2, 0, 3)",Rise
205,"(0, 0, 2, 0, 4)",Rise
206,"(0, 0, 2, 0, 5)",Rise
207,"(0, 0, 2, 0, 6)",Rise
208,"(0, 0, 2, 0, 7)",Rise
209,"(0, 0, 2, 0, 8)",Rise
210,"(0, 0, 2, 0, 9)",Rise
211,"(0, 0, 2, 1, 0)",Fall
212,"(0, 0, 2, 1, 1)",Rise
213,"(0, 0, 2, 1, 2)",Rise
214,"(0, 0, 2, 1, 3)",Rise
215,"(0, 0, 2, 1, 4)",Rise
216,"(0, 0, 2, 1, 5)",Rise
217,"(0, 0, 2, 1, 6)",Rise
218,"(0, 0, 2, 1, 7)",Rise
219,"(0, 0, 2, 1, 8)",Rise
220,"(0, 0, 2, 1, 9)",Rise
221,"(0, 0, 2, 2, 0)",Fall
222,"(0, 0, 2, 2, 1)",Equal
223,"(0, 0, 2, 2, 2)",Rise
224,"(0, 0, 2, 2, 3)",Rise
225,"(0, 0, 2, 2, 4)",Rise
226,"(0, 0, 2, 2, 5)",Rise
227,"(0, 0, 2, 2, 6)",Rise
228,"(0, 0, 2, 2, 7)",Rise
229,"(0, 0, 2, 2, 8)",Rise
230,"(0, 0, 2, 2, 9)",Rise
231,"(0, 0, 2, 3, 0)",Fall
232,"(0, 0, 2, 3, 1)",Fall
233,"(0, 0, 2, 3, 2)",Rise
234,"(0, 0, 2, 3, 3)",Rise
235,"(0, 0, 2, 3, 4)",Rise
236,"(0, 0, 2, 3, 5)",Rise
237,"(0, 0, 2, 3, 6)",Rise
238,"(0, 0, 2, 3, 7)",Rise
239,"(0, 0, 2, 3, 8)",Rise
240,"(0, 0, 2, 3, 9)",Rise
241,"(0, 0, 2, 4, 0)",Fall
242,"(0, 0, 2, 4, 1)",Fall
243,"(0, 0, 2, 4, 2)",Rise
244,"(0, 0, 2, 4, 3)",Rise
245,"(0, 0, 2, 4, 4)",Rise
246,"(0, 0, 2, 4, 5)",Rise
247,"(0, 0, 2, 4, 6)",Rise
248,"(0, 0, 2, 4, 7)",Rise
249,"(0, 0, 2, 4, 8)",Rise
250,"(0, 0, 2, 4, 9)",Rise
251,"(0, 0, 2, 5, 0)",Fall
252,"(0, 0, 2, 5, 1)",Fall
253,"(0, 0, 2, 5, 2)",Rise
254,"(0, 0, 2, 5, 3)",Rise
255,"(0, 0, 2, 5, 4)",Rise
256,"(0, 0, 2, 5, 5)",Rise
257,"(0, 0, 2, 5, 6)",Rise
258,"(0, 0, 2, 5, 7)",Rise
259,"(0, 0, 2, 5, 8)",Rise
260,"(0, 0, 2, 5, 9)",Rise
261,"(0, 0, 2, 6, 0)",Fall
262,"(0, 0, 2, 6, 1)",Fall
263,"(0, 0, 2, 6, 2)",Equal
264,"(0, 0, 2, 6, 3)",Rise
265,"(0, 0, 2, 6, 4)",Rise
266,"(0, 0, 2, 6, 5)",Rise
267,"(0, 0, 2, 6, 6)",Rise
268,"(0, 0, 2, 6, 7)",Rise
269,"(0, 0, 2, 6, 8)",Rise
270,"(0, 0, 2, 6, 9)",Rise
271,"(0, 0, 2, 7, 0)",Fall
272,"(0, 0, 2, 7, 1)",Fall
273,"(0, 0, 2, 7, 2)",Fall
274,"(0, 0, 2, 7, 3)",Rise
275,"(0, 0, 2, 7, 4)",Rise
276,"(0, 0, 2, 7, 5)",Rise
277,"(0, 0, 2, 7, 6)",Rise
278,"(0, 0, 2, 7, 7)",Rise
279,"(0, 0, 2, 7, 8)",Rise
280,"(0, 0, 2, 7, 9)",Rise
281,"(0, 0, 2, 8, 0)",Fall
282,"(0, 0, 2, 8, 1)",Fall
283,"(0, 0, 2, 8, 2)",Fall
284,"(0, 0, 2, 8, 3)",Rise
285,"(0, 0, 2, 8, 4)",Rise
286,"(0, 0, 2, 8, 5)",Rise
287,"(0, 0, 2, 8, 6)",Rise
288,"(0, 0, 2, 8, 7)",Rise
289,"(0, 0, 2, 8, 8)",Rise
290,"(0, 0, 2, 8, 9)",Rise
291,"(0, 0, 2, 9, 0)",Fall
292,"(0, 0, 2, 9, 1)",Fall
293,"(0, 0, 2, 9, 2)",Fall
294,"(0, 0, 2, 9, 3)",Rise
295,"(0, 0, 2, 9, 4)",Rise
296,"(0, 0, 2, 9, 5)",Rise
297,"(0, 0, 2, 9, 6)",Rise
298,"(0, 0, 2, 9, 7)",Rise
299,"(0, 0, 2, 9, 8)",Rise
300,"(0, 0, 2, 9, 9)",Rise
301,"(0, 0, 3, 0, 0)",Fall
302,"(0, 0, 3, 0, 1)",Rise
303,"(0, 0, 3, 0, 2)",Rise
304,"(0, 0, 3, 0, 3)",Rise
305,"(0, 0, 3, 0, 4)",Rise
306,"(0, 0, 3, 0, 5)",Rise
307,"(0, 0, 3, 0, 6)",Rise
308,"(0, 0, 3, 0, 7)",Rise
309,"(0, 0, 3, 0, 8)",Rise
310,"(0, 0, 3, 0, 9)",Rise
311,"(0, 0, 3, 1, 0)",Fall
312,"(0, 0, 3, 1, 1)",Equal
313,"(0, 0, 3, 1, 2)",Rise
314,"(0, 0, 3, 1, 3)",Rise
315,"(0, 0, 3, 1, 4)",Rise
316,"(0, 0, 3, 1, 5)",Rise
317,"(0, 0, 3, 1, 6)",Rise
318,"(0, 0, 3, 1, 7)",Rise
319,"(0, 0, 3, 1, 8)",Rise
320,"(0, 0, 3, 1, 9)",Rise
321,"(0, 0, 3, 2, 0)",Fall
322,"(0, 0, 3, 2, 1)",Fall
323,"(0, 0, 3, 2, 2)",Rise
324,"(0, 0, 3, 2, 3)",Rise
325,"(0, 0, 3, 2, 4)",Rise
326,"(0, 0, 3, 2, 5)",Rise
327,"(0, 0, 3, 2, 6)",Rise
328,"(0, 0, 3, 2, 7)",Rise
329,"(0, 0, 3, 2, 8)",Rise
330,"(0, 0, 3, 2, 9)",Rise
331,"(0, 0, 3, 3, 0)",Fall
332,"(0, 0, 3, 3, 1)",Fall
333,"(0, 0, 3, 3, 2)",Rise
334,"(0, 0, 3, 3, 3)",Rise
335,"(0, 0, 3, 3, 4)",Rise
336,"(0, 0, 3, 3, 5)",Rise
337,"(0, 0, 3, 3, 6)",Rise
338,"(0, 0, 3, 3, 7)",Rise
339,"(0, 0, 3, 3, 8)",Rise
340,"(0, 0, 3, 3, 9)",Rise
341,"(0, 0, 3, 4, 0)",Fall
342,"(0, 0, 3, 4, 1)",Fall
343,"(0, 0, 3, 4, 2)",Rise
344,"(0, 0, 3, 4, 3)",Rise
345,"(0, 0, 3, 4, 4)",Rise
346,"(0, 0, 3, 4, 5)",Rise
347,"(0, 0, 3, 4, 6)",Rise
348,"(0, 0, 3, 4, 7)",Rise
349,"(0, 0, 3, 4, 8)",Rise
350,"(0, 0, 3, 4, 9)",Rise
351,"(0, 0, 3, 5, 0)",Fall
352,"(0, 0, 3, 5, 1)",Fall
353,"(0, 0, 3, 5, 2)",Equal
354,"(0, 0, 3, 5, 3)",Rise
355,"(0, 0, 3, 5, 4)",Rise
356,"(0, 0, 3, 5, 5)",Rise
357,"(0, 0, 3, 5, 6)",Rise
358,"(0, 0, 3, 5, 7)",Rise
359,"(0, 0, 3, 5, 8)",Rise
360,"(0, 0, 3, 5, 9)",Rise
361,"(0, 0, 3, 6, 0)",Fall
362,"(0, 0, 3, 6, 1)",Fall
363,"(0, 0, 3, 6, 2)",Fall
364,"(0, 0, 3, 6, 3)",Rise
365,"(0, 0, 3, 6, 4)",Rise
366,"(0, 0, 3, 6, 5)",Rise
367,"(0, 0, 3, 6, 6)",Rise
368,"(0, 0, 3, 6, 7)",Rise
369,"(0, 0, 3, 6, 8)",Rise
370,"(0, 0, 3, 6, 9)",Rise
371,"(0, 0, 3, 7, 0)",Fall
372,"(0, 0, 3, 7, 1)",Fall
373,"(0, 0, 3, 7, 2)",Fall
374,"(0, 0, 3, 7, 3)",Rise
375,"(0, 0, 3, 7, 4)",Rise
376,"(0, 0, 3, 7, 5)",Rise
377,"(0, 0, 3, 7, 6)",Rise
378,"(0, 0, 3, 7, 7)",Rise
379,"(0, 0, 3, 7, 8)",Rise
380,"(0, 0, 3, 7, 9)",Rise
381,"(0, 0, 3, 8, 0)",Fall
382,"(0, 0, 3, 8, 1)",Fall
383,"(0, 0, 3, 8, 2)",Fall
384,"(0, 0, 3, 8, 3)",Rise
385,"(0, 0, 3, 8, 4)",Rise
386,"(0, 0, 3, 8, 5)",Rise
387,"(0, 0, 3, 8, 6)",Rise
388,"(0, 0, 3, 8, 7)",Rise
389,"(0, 0, 3, 8, 8)",Rise
390,"(0, 0, 3, 8, 9)",Rise
391,"(0, 0, 3, 9, 0)",Fall
392,"(0, 0, 3, 9, 1)",Fall
393,"(0, 0, 3, 9, 2)",Fall
394,"(0, 0, 3, 9, 3)",Equal
395,"(0, 0, 3, 9, 4)",Rise
396,"(0, 0, 3, 9, 5)",Rise
397,"(0, 0, 3, 9, 6)",Rise
398,"(0, 0, 3, 9, 7)",Rise
399,"(0, 0, 3, 9, 8)",Rise
400,"(0, 0, 3, 9, 9)",Rise
401,"(0, 0, 4, 0, 0)",Fall
402,"(0, 0, 4, 0, 1)",Equal
403,"(0, 0, 4, 0, 2)",Rise
404,"(0, 0, 4, 0, 3)",Rise
405,"(0, 0, 4, 0, 4)",Rise
406,"(0, 0, 4, 0, 5)",Rise
407,"(0, 0, 4, 0, 6)",Rise
408,"(0, 0, 4, 0, 7)",Rise
409,"(0, 0, 4, 0, 8)",Rise
410,"(0, 0, 4, 0, 9)",Rise
411,"(0, 0, 4, 1, 0)",Fall
412,"(0, 0, 4, 1, 1)",Fall
413,"(0, 0, 4, 1, 2)",Rise
414,"(0, 0, 4, 1, 3)",Rise
415,"(0, 0, 4, 1, 4)",Rise
416,"(0, 0, 4, 1, 5)",Rise
417,"(0, 0, 4, 1, 6)",Rise
418,"(0, 0, 4, 1, 7)",Rise
419,"(0, 0, 4, 1, 8)",Rise
420,"(0, 0, 4, 1, 9)",Rise
421,"(0, 0, 4, 2, 0)",Fall
422,"(0, 0, 4, 2, 1)",Fall
423,"(0, 0, 4, 2, 2)",Rise
424,"(0, 0, 4, 2, 3)",Rise
425,"(0, 0, 4, 2, 4)",Rise
426,"(0, 0, 4, 2, 5)",Rise
427,"(0, 0, 4, 2, 6)",Rise
428,"(0, 0, 4, 2, 7)",Rise
429,"(0, 0, 4, 2, 8)",Rise
430,"(0, 0, 4, 2, 9)",Rise
431,"(0, 0, 4, 3, 0)",Fall
432,"(0, 0, 4, 3, 1)",Fall
433,"(0, 0, 4, 3, 2)",Rise
434,"(0, 0, 4, 3, 3)",Rise
435,"(0, 0, 4, 3, 4)",Rise
436,"(0, 0, 4, 3, 5)",Rise
437,"(0, 0, 4, 3, 6)",Rise
438,"(0, 0, 4, 3, 7)",Rise
439,"(0, 0, 4, 3, 8)",Rise
440,"(0, 0, 4, 3, 9)",Rise
441,"(0, 0, 4, 4, 0)",Fall
442,"(0, 0, 4, 4, 1)",Fall
443,"(0, 0, 4, 4, 2)",Equal
444,"(0, 0, 4, 4, 3)",Rise
445,"(0, 0, 4, 4, 4)",Rise
446,"(0, 0, 4, 4, 5)",Rise
447,"(0, 0, 4, 4, 6)",Rise
448,"(0, 0, 4, 4, 7)",Rise
449,"(0, 0, 4, 4, 8)",Rise
450,"(0, 0, 4, 4, 9)",Rise
451,"(0, 0, 4, 5, 0)",Fall
452,"(0, 0, 4, 5, 1)",Fall
453,"(0, 0, 4, 5, 2)",Fall
454,"(0, 0, 4, 5, 3)",Rise
455,"(0, 0, 4, 5, 4)",Rise
456,"(0, 0, 4, 5, 5)",Rise
457,"(0, 0, 4, 5, 6)",Rise
458,"(0, 0, 4, 5, 7)",Rise
459,"(0, 0, 4, 5, 8)",Rise
460,"(0, 0, 4, 5, 9)",Rise
461,"(0, 0, 4, 6, 0)",Fall
462,"(0, 0, 4, 6, 1)",Fall
463,"(0, 0, 4, 6, 2)",Fall
464,"(0, 0, 4, 6, 3)",Rise
465,"(0, 0, 4, 6, 4)",Rise
466,"(0, 0, 4, 6, 5)",Rise
467,"(0, 0, 4, 6, 6)",Rise
468,"(0, 0, 4, 6, 7)",Rise
469,"(0, 0, 4, 6, 8)",Rise
470,"(0, 0, 4, 6, 9)",Rise
471,"(0, 0, 4, 7, 0)",Fall
472,"(0, 0, 4, 7, 1)",Fall
473,"(0, 0, 4, 7, 2)",Fall
474,"(0, 0, 4, 7, 3)",Rise
475,"(0, 0, 4, 7, 4)",Rise
476,"(0, 0, 4, 7, 5)",Rise
477,"(0, 0, 4, 7, 6)",Rise
478,"(0, 0, 4, 7, 7)",Rise
479,"(0, 0, 4, 7, 8)",Rise
480,"(0, 0, 4, 7, 9)",Rise
481,"(0, 0, 4, 8, 0)",Fall
482,"(0, 0, 4, 8, 1)",Fall
483,"(0, 0, 4, 8, 2)",Fall
484,"(0, 0, 4, 8, 3)",Equal
485,"(0, 0, 4, 8, 4)",Rise
486,"(0, 0, 4, 8, 5)",Rise
487,"(0, 0, 4, 8, 6)",Rise
488,"(0, 0, 4, 8, 7)",Rise
489,"(0, 0, 4, 8, 8)",Rise
490,"(0, 0, 4, 8, 9)",Rise
491,"(0, 0, 4, 9, 0)",Fall
492,"(0, 0, 4, 9, 1)",Fall
493,"(0, 0, 4, 9, 2)",Fall
494,"(0, 0, 4, 9, 3)",Fall
495,"(0, 0, 4, 9, 4)",Rise
496,"(0, 0, 4, 9, 5)",Rise
497,"(0, 0, 4, 9, 6)",Rise
498,"(0, 0, 4, 9, 7)",Rise
499,"(0, 0, 4, 9, 8)",Rise
500,"(0, 0, 4, 9, 9)",Rise
501,"(0, 0, 5, 0, 0)",Fall
502,"(0, 0, 5, 0, 1)",Fall
503,"(0, 0, 5, 0, 2)",Rise
504,"(0, 0, 5, 0, 3)",Rise
505,"(0, 0, 5, 0, 4)",Rise
506,"(0, 0, 5, 0, 5)",Rise
507,"(0, 0, 5, 0, 6)",Rise
508,"(0, 0, 5, 0, 7)",Rise
509,"(0, 0, 5, 0, 8)",Rise
510,"(0, 0, 5, 0, 9)",Rise
511,"(0, 0, 5, 1, 0)",Fall
512,"(0, 0, 5, 1, 1)",Fall
513,"(0, 0, 5, 1, 2)",Rise
514,"(0, 0, 5, 1, 3)",Rise
515,"(0, 0, 5, 1, 4)",Rise
516,"(0, 0, 5, 1, 5)",Rise
517,"(0, 0, 5, 1, 6)",Rise
518,"(0, 0, 5, 1, 7)",Rise
519,"(0, 0, 5, 1, 8)",Rise
520,"(0, 0, 5, 1, 9)",Rise
521,"(0, 0, 5, 2, 0)",Fall
522,"(0, 0, 5, 2, 1)",Fall
523,"(0, 0, 5, 2, 2)",Rise
524,"(0, 0, 5, 2, 3)",Rise
525,"(0, 0, 5, 2, 4)",Rise
526,"(0, 0, 5, 2, 5)",Rise
527,"(0, 0, 5, 2, 6)",Rise
528,"(0, 0, 5, 2, 7)",Rise
529,"(0, 0, 5, 2, 8)",Rise
530,"(0, 0, 5, 2, 9)",Rise
531,"(0, 0, 5, 3, 0)",Fall
532,"(0, 0, 5, 3, 1)",Fall
533,"(0, 0, 5, 3, 2)",Equal
534,"(0, 0, 5, 3, 3)",Rise
535,"(0, 0, 5, 3, 4)",Rise
536,"(0, 0, 5, 3, 5)",Rise
537,"(0, 0, 5, 3, 6)",Rise
538,"(0, 0, 5, 3, 7)",Rise
539,"(0, 0, 5, 3, 8)",Rise
540,"(0, 0, 5, 3, 9)",Rise
541,"(0, 0, 5, 4, 0)",Fall
542,"(0, 0, 5, 4, 1)",Fall
543,"(0, 0, 5, 4, 2)",Fall
544,"(0, 0, 5, 4, 3)",Rise
545,"(0, 0, 5, 4, 4)",Rise
546,"(0, 0, 5, 4, 5)",Rise
547,"(0, 0, 5, 4, 6)",Rise
548,"(0, 0, 5, 4, 7)",Rise
549,"(0, 0, 5, 4, 8)",Rise
550,"(0, 0, 5, 4, 9)",Rise
551,"(0, 0, 5, 5, 0)",Fall
552,"(0, 0, 5, 5, 1)",Fall
553,"(0, 0, 5, 5, 2)",Fall
554,"(0, 0, 5, 5, 3)",Rise
555,"(0, 0, 5, 5, 4)",Rise
556,"(0, 0, 5, 5, 5)",Rise
557,"(0, 0, 5, 5, 6)",Rise
558,"(0, 0, 5, 5, 7)",Rise
559,"(0, 0, 5, 5, 8)",Rise
560,"(0, 0, 5, 5, 9)",Rise
561,"(0, 0, 5, 6, 0)",Fall
562,"(0, 0, 5, 6, 1)",Fall
563,"(0, 0, 5, 6, 2)",Fall
564,"(0, 0, 5, 6, 3)",Rise
565,"(0, 0, 5, 6, 4)",Rise
566,"(0, 0, 5, 6, 5)",Rise
567,"(0, 0, 5, 6, 6)",Rise
568,"(0, 0, 5, 6, 7)",Rise
569,"(0, 0, 5, 6, 8)",Rise
570,"(0, 0, 5, 6, 9)",Rise
571,"(0, 0, 5, 7, 0)",Fall
572,"(0, 0, 5, 7, 1)",Fall
573,"(0, 0, 5, 7, 2)",Fall
574,"(0, 0, 5, 7, 3)",Equal
575,"(0, 0, 5, 7, 4)",Rise
576,"(0, 0, 5, 7, 5)",Rise
577,"(0, 0, 5, 7, 6)",Rise
578,"(0, 0, 5, 7, 7)",Rise
579,"(0, 0, 5, 7, 8)",Rise
580,"(0, 0, 5, 7, 9)",Rise
581,"(0, 0, 5, 8, 0)",Fall
582,"(0, 0, 5, 8, 1)",Fall
583,"(0, 0, 5, 8, 2)",Fall
584,"(0, 0, 5, 8, 3)",Fall
585,"(0, 0, 5, 8, 4)",Rise
586,"(0, 0, 5, 8, 5)",Rise
587,"(0, 0, 5, 8, 6)",Rise
588,"(0, 0, 5, 8, 7)",Rise
589,"(0, 0, 5, 8, 8)",Rise
590,"(0, 0, 5, 8, 9)",Rise
591,"(0, 0, 5, 9, 0)",Fall
592,"(0, 0, 5, 9, 1)",Fall
593,"(0, 0, 5, 9, 2)",Fall
594,"(0, 0, 5, 9, 3)",Fall
595,"(0, 0, 5, 9, 4)",Rise
596,"(0, 0, 5, 9, 5)",Rise
597,"(0, 0, 5, 9, 6)",Rise
598,"(0, 0, 5, 9, 7)",Rise
599,"(0, 0, 5, 9, 8)",Rise
600,"(0, 0, 5, 9, 9)",Rise
601,"(0, 0, 6, 0, 0)",Fall
602,"(0, 0, 6, 0, 1)",Fall
603,"(0, 0, 6, 0, 2)",Rise
604,"(0, 0, 6, 0, 3)",Rise
605,"(0, 0, 6, 0, 4)",Rise
606,"(0, 0, 6, 0, 5)",Rise
607,"(0, 0, 6, 0, 6)",Rise
